Morpheme,Type,Count
Lmäß,Root,2
Gel,Root,2
Bil,Root,2
Freund,Root,2
Nitrat,Root,2
Nera,Root,2
Konzentra,Root,2
Problem,Root,2
Qualität,Root,2
Verträg,Root,2
Feinstaub,Root,2
Ökonomi,Root,2
Zykl,Root,2
Vermeid,Root,2
Einspar,Root,2
Deh,Root,2
Zerstör,Root,2
Wärm,Root,2
Anstieg,Root,2
Schadstoffe,Root,2
All,Root,2
Globu,Root,2
Bereich,Root,2
Öko,Root,2
Umgeb,Root,2
Halbkugel,Root,2
Sonnen,Root,2
Smog,Root,2
Rohstoff,Root,2
Umweltschutz,Root,2
Konsequ,Root,2
Fäh,Root,2
Niveau,Root,2
Wich,Root,2
Innova,Root,2
Kern,Root,2
Last,Root,2
Meng,Root,2
Wuch,Root,2
Duktions,Root,2
Strategi,Root,2
Produk,Root,2
Umsatz,Root,2
Steu,Root,2
Konzep,Root,2
Pot,Root,2
Tat,Root,2
Widerstandsfäh,Root,2
Alterna,Root,2
Trieb,Root,2
Arbeits,Root,2
Eigen,Root,2
Cyc,Root,2
Plan,Root,2
Schaff,Root,2
Neu,Root,2
Müd,Root,2
Qualifika,Root,2
Durchhalte,Root,2
Leb,Root,2
Nkmal,Root,2
Ad,Root,1
Infini,Root,1
Pupp,Root,1
Grenz,Root,1
Unb,Root,1
Gründ,Root,1
Erm,Root,1
Schau,Root,1
Zahl,Root,1
Wahr,Root,1
Chterhalt,Root,1
Stands,Root,1
Standssich,Root,1
Enkeltaug,Root,1
Inhalt,Root,1
Ratshalt,Root,1
Tragfäh,Root,1
Bewu,Root,1
Perma,Root,1
Per,Root,1
Gäng,Root,1
Harmoni,Root,1
Balanc,Root,1
Lmaß,Root,1
Allgemei,Root,1
Sam,Root,1
Komplex,Root,1
Tot,Root,1
Eben,Root,1
Dwärm,Root,1
Othermi,Root,1
Gleichar,Root,1
Gleichförm,Root,1
Gold,Root,1
Schni,Root,1
Grundmu,Root,1
Mag,Root,1
Symmetri,Root,1
Neutr,Root,1
Naturnah,Root,1
Kobil,Root,1
Effizi,Root,1
Umweltbil,Root,1
Umweltko,Root,1
Problematik,Root,1
Schäd,Root,1
Jahres,Root,1
Durchschnittstempera,Root,1
Kri,Root,1
Ozonw,Root,1
Treibhauseffek,Root,1
Verhäl,Root,1
Rech,Root,1
Samt,Root,1
Indikator,Root,1
Gerech,Root,1
Sei,Root,1
Häng,Root,1
Sozi,Root,1
Rythmu,Root,1
Wiederhol,Root,1
Verw,Root,1
Ausnutz,Root,1
Verschw,Root,1
Wald,Root,1
Eutrophi,Root,1
Ölverschmutz,Root,1
Pcbbelast,Root,1
Quecksilber,Root,1
Neri,Root,1
Ssorcenverbrauch,Root,1
Schwermetall,Root,1
Stoff,Root,1
Entlast,Root,1
Umweltgefärd,Root,1
Salz,Root,1
Verwü,Root,1
Eis,Root,1
Schmelz,Root,1
Rwärm,Root,1
Erwärm,Root,1
Gescheh,Root,1
Geschich,Root,1
Veränd,Root,1
Meeresspiegel,Root,1
Abbau,Root,1
Schwund,Root,1
Missi,Root,1
Erhöh,Root,1
Sturz,Root,1
Wolken,Root,1
Wüsten,Root,1
Begr,Root,1
Nahme,Root,1
Kapaz,Root,1
Natür,Root,1
Ssourc,Root,1
Ambi,Root,1
Ding,Root,1
Dimensio,Root,1
Ter,Root,1
Grund,Root,1
Horizo,Root,1
Gesetz,Root,1
Reich,Root,1
Ichwei,Root,1
Äth,Root,1
Dball,Root,1
Dhalbkugel,Root,1
Dkugel,Root,1
Firma,Root,1
Galaxi,Root,1
Stir,Root,1
Atplan,Root,1
Hemisphär,Root,1
Makro,Root,1
Koso,Root,1
Mut,Root,1
Nord,Root,1
Son,Root,1
Stern,Root,1
Himmel,Root,1
Süd,Root,1
Umlaufbah,Root,1
Groß,Root,1
Viel,Root,1
Iversum,Root,1
Welten,Root,1
Gebäud,Root,1
Kugel,Root,1
Welttall,Root,1
Atmosphär,Root,1
Dklima,Root,1
Klein,Root,1
Lufthüll,Root,1
Mikro,Root,1
Ozonschich,Root,1
Sommer,Root,1
Uv,Root,1
Strahl,Root,1
Ölkatastroph,Root,1
Ölp,Root,1
Sektor,Root,1
Situa,Root,1
Gsenergi,Root,1
Bio,Root,1
Vielf,Root,1
Wicklungs,Root,1
Faktor,Root,1
Sträng,Root,1
Kennzei,Root,1
Posi,Root,1
Standar,Root,1
Wer,Root,1
Triebs,Root,1
Atom,Root,1
Elektro,Root,1
Feuer,Root,1
Finanz,Root,1
Leucht,Root,1
Photovoltaik,Root,1
Solar,Root,1
Wärme,Root,1
Int,Root,1
Kalib,Root,1
Kla,Root,1
Tragwei,Root,1
Ndruck,Root,1
Zerr,Root,1
Durch,Root,1
Bau,Root,1
Sach,Root,1
Verb,Root,1
Potenzi,Root,1
Struk,Root,1
Globalisierungs,Root,1
Megafusio,Root,1
Weltmarkt,Root,1
Wirtschaftsna,Root,1
Kommen,Root,1
Schäfts,Root,1
Prozess,Root,1
Haltigkeits,Root,1
Norma,Root,1
Schlüssel,Root,1
Ökonom,Root,1
Ökosteu,Root,1
Ökosteuer,Root,1
Reform,Root,1
Stitui,Root,1
Kapitalar,Root,1
Pioni,Root,1
Arbeit,Root,1
Dring,Root,1
Tensio,Root,1
Derb,Root,1
Dich,Root,1
Robu,Root,1
Streng,Root,1
Tei,Root,1
Elektromobil,Root,1
Paratur,Root,1
Befäh,Root,1
Paraturfäh,Root,1
Tech,Root,1
Höh,Root,1
Kopf,Root,1
Einkomm,Root,1
Lag,Root,1
Führ,Root,1
Dynamik,Root,1
Betrieb,Root,1
Abgab,Root,1
Serv,Root,1
Roll,Root,1
Kollaborations,Root,1
Plattform,Root,1
Koopera,Root,1
Die,Root,1
Rücksetz,Root,1
Circular,Root,1
Economy,Root,1
Downcyc,Root,1
Repara,Root,1
Flächen,Root,1
Landsachaftsentwickl,Root,1
Landschafts,Root,1
Risiko,Root,1
Bew,Root,1
Rückgewi,Root,1
Schadstoffausschoß,Root,1
Missio,Root,1
Schadstoffmobil,Root,1
Reduzi,Root,1
Sonderabfallsamml,Root,1
Sondermüllabgab,Root,1
Umweltbetriebsprüf,Root,1
Investi,Root,1
Mark,Root,1
Umweltm,Root,1
Technik,Root,1
Technologie,Root,1
Nutz,Root,1
Wieder,Root,1
Gewi,Root,1
Tificierungsverfahr,Root,1
Basis,Root,1
Flu,Root,1
Folg,Root,1
Funk,Root,1
Krea,Root,1
Neben,Root,1
Reak,Root,1
Alisi,Root,1
Rückwirk,Root,1
Schließ,Root,1
Vollzieh,Root,1
Wohlstands,Root,1
Bank,Root,1
Eigensi,Root,1
Will,Root,1
Fleiß,Root,1
Duld,Root,1
Arbeitslu,Root,1
Kraftmei,Root,1
Ternehmungsg,Root,1
Mög,Root,1
Energiequ,Root,1
Energieträg,Root,1
Motiva,Root,1
Qualifizi,Root,1
Ballast,Root,1
Bärenkräf,Root,1
Körperkräf,Root,1
Präg,Root,1
Riesenkräf,Root,1
Hem,Root,1
Käl,Root,1
Kon,Root,1
Res,Root,1
Teil,Root,1
Satzteilerhäl,Root,1
Füg,Root,1
Langmu,Root,1
Atla,Root,1
Gig,Root,1
Goliath,Root,1
Kul,Root,1
Hün,Root,1
Muskel,Root,1
Wettkämpf,Root,1
Steh,Root,1
Phönix,Root,1
Aus,Root,1
Asch,Root,1
Inkarna,Root,1
Seelenwand,Root,1
Besteh,Root,1
Weitergeh,Root,1
Hef,Root,1
Bieg,Root,1
Zäh,Root,1
Treu,Root,1
Nkmalli,Root,1
Istenzsich,Root,1
Terstütz,Root,1
Kunfts,Root,1
Sich,Root,1
Woh,Root,1
Routi,Root,1
Schema,Root,1
ung,Suffix,112
e,Suffix,90
t,Suffix,66
keit,Suffix,59
ig,Suffix,53
er,Suffix,32
n,Suffix,31
s,Suffix,26
lich,Suffix,23
en,Suffix,21
tion,Suffix,19
te,Suffix,14
al,Suffix,13
enz,Suffix,11
anz,Suffix,10
ität,Suffix,9
heit,Suffix,9
bar,Suffix,8
isch,Suffix,8
end,Suffix,7
iv,Suffix,6
st,Suffix,6
ur,Suffix,6
ment,Suffix,6
los,Suffix,4
es,Suffix,4
ist,Suffix,4
schaft,Suffix,4
sam,Suffix,4
chen,Suffix,3
ling,Suffix,3
haft,Suffix,2
tum,Suffix,2
et,Suffix,2
ismus,Suffix,2
ten,Suffix,2
ens,Suffix,2
nis,Suffix,1
est,Suffix,1
ell,Suffix,1
ant,Suffix,1
