Morpheme,Type,Count
Meer,Root,1
Spiegel,Root,1
Schwund,Root,1
Sturz,Root,1
Wolk,Root,1
Wüs,Root,1
Begr,Root,1
Nahm,Root,1
Kapaz,Root,1
Natür,Root,1
Ambi,Root,1
Dimensio,Root,1
Horizo,Root,1
Äth,Root,1
Firma,Root,1
Galaxi,Root,1
Stir,Root,1
Hemi,Root,1
Makro,Root,1
Kosmos,Root,1
Stern,Root,1
Himmel,Root,1
Umlauf,Root,1
Bah,Root,1
Groß,Root,1
Viel,Root,1
Universum,Root,1
Bäud,Root,1
Atmo,Root,1
Klei,Root,1
Hüll,Root,1
Mikro,Root,1
Sommer,Root,1
Uv,Root,1
Strahl,Root,1
Pest,Root,1
Sektor,Root,1
Situa,Root,1
Gsenergi,Root,1
Vielf,Root,1
Faktor,Root,1
Sträng,Root,1
Posi,Root,1
Atom,Root,1
Feu,Root,1
Fin,Root,1
Leuch,Root,1
Photo,Root,1
Volt,Root,1
Solar,Root,1
Int,Root,1
Kalib,Root,1
Kla,Root,1
Zerr,Root,1
Sach,Root,1
Duk,Root,1
Struk,Root,1
Globalisi,Root,1
Strategi,Root,1
Mega,Root,1
Fusio,Root,1
Natio,Root,1
Schäf,Root,1
Prozess,Root,1
Norma,Root,1
Schlüssel,Root,1
Ökonom,Root,1
Stitui,Root,1
Pioni,Root,1
Dring,Root,1
Tensio,Root,1
Derb,Root,1
Dich,Root,1
Robu,Root,1
Streng,Root,1
Tech,Root,1
Kopf,Root,1
Lag,Root,1
Führ,Root,1
Dynamik,Root,1
Roll,Root,1
Kollabora,Root,1
Pla,Root,1
Koopera,Root,1
Die,Root,1
Circular,Root,1
Economy,Root,1
Downcyc,Root,1
Flä,Root,1
Risiko,Root,1
Ausschoß,Root,1
Investi,Root,1
Technik,Root,1
Zertific,Root,1
Basi,Root,1
Flu,Root,1
Funk,Root,1
Krea,Root,1
Neb,Root,1
Alisi,Root,1
Schließ,Root,1
Voll,Root,1
Zieh,Root,1
Bank,Root,1
Fleiß,Root,1
Lus,Root,1
Quell,Root,1
Motiva,Root,1
Qualifizi,Root,1
Ballast,Root,1
Präg,Root,1
Hem,Root,1
Käl,Root,1
Kon,Root,1
Füg,Root,1
Lang,Root,1
Atla,Root,1
Gig,Root,1
Goliath,Root,1
Hün,Root,1
Muskel,Root,1
Wett,Root,1
Phönix,Root,1
Asch,Root,1
Inkarna,Root,1
Seel,Root,1
Wand,Root,1
Weitergeh,Root,1
Hef,Root,1
Bieg,Root,1
Zäh,Root,1
Lis,Root,1
Exi,Root,1
Stütz,Root,1
Routi,Root,1
Konsum,Root,1
Wohnhei,Root,1
Konst,Root,1
Agr,Root,1
Domi,Root,1
Kön,Root,1
Kunstf,Root,1
Perfek,Root,1
Ssio,Root,1
Sad,Root,1
Verdi,Root,1
Virtuo,Root,1
Vollkomm,Root,1
Herr,Root,1
Stell,Root,1
Pflicht,Root,1
Stehevermög,Root,1
Selbstach,Root,1
Wusstsei,Root,1
Trau,Root,1
Dogma,Root,1
Radik,Root,1
Kömm,Root,1
Allem,Root,1
Nomm,Root,1
Inklu,Root,1
Kind,Root,1
Klo,Root,1
Lok,Root,1
Nacht,Root,1
Gio,Root,1
Spröß,Root,1
Züg,Root,1
Gif,Root,1
Skand,Root,1
Akt,Root,1
Dez,Root,1
Umweltdezernenti,Root,1
Engel,Root,1
Umweltexp,Root,1
Frevel,Root,1
Gutach,Root,1
Medizi,Root,1
Ministeri,Root,1
Ref,Root,1
Auftrag,Root,1
Umweltschütz,Root,1
Senator,Root,1
Staa,Root,1
Sekretär,Root,1
Assimila,Root,1
Wandlungsprozess,Root,1
Huma,Root,1
Quantita,Root,1
Ford,Root,1
Rückdräng,Root,1
Men,Root,1
Championa,Root,1
Kampf,Root,1
Völk,Root,1
Schlech,Root,1
Jahrgang,Root,1
Leu,Root,1
Millieu,Root,1
Glied,Root,1
Publikum,Root,1
Umfeld,Root,1
Volk,Root,1
Zwe,Root,1
Bund,Root,1
Lärm,Root,1
Ökologie,Root,1
Partei,Root,1
Schu,Root,1
Hörd,Root,1
Bibliothek,Root,1
Büro,Root,1
Umweltdezerna,Root,1
Kussio,Root,1
Umweltengag,Root,1
Gut,Root,1
Ach,Root,1
Ministerium,Root,1
Organisa,Root,1
Pak,Root,1
Prei,Root,1
Gramm,Root,1
Jek,Root,1
Ssor,Root,1
Siegel,Root,1
Stadt,Root,1
Sta,Root,1
Stif,Root,1
Studi,Root,1
Zei,Root,1
Zentrum,Root,1
Werfg,Root,1
Contain,Root,1
Paraturcaf,Root,1
Verei,Root,1
Thropog,Root,1
Deba,Root,1
Assimili,Root,1
Evolu,Root,1
For,Root,1
Schri,Root,1
Nesi,Root,1
Konsens,Root,1
Find,Root,1
Forma,Root,1
Norm,Root,1
Linie,Root,1
Stimm,Root,1
Gab,Root,1
Größ,Root,1
Merk,Root,1
Woll,Root,1
Zun,Root,1
Zuw,Root,1
Betä,Root,1
Drang,Root,1
Mun,Root,1
Reg,Root,1
Gela,Root,1
Radli,Root,1
Loy,Root,1
Schied,Root,1
Hei,Root,1
Zeug,Root,1
Irr,Root,1
Streb,Root,1
Beso,Root,1
Stolz,Root,1
Würd,Root,1
Hals,Root,1
Störr,Root,1
Spen,Root,1
Wog,Root,1
Erb,Root,1
Geb,Root,1
Säul,Root,1
Laß,Root,1
Lik,Root,1
Liqui,Root,1
Naissanc,Root,1
Puta,Root,1
Bleibsel,Root,1
Pack,Root,1
Materi,Root,1
Amt,Root,1
Pos,Root,1
Frei,Root,1
Brauch,Root,1
Devi,Root,1
Rezept,Root,1
Famili,Root,1
Kano,Root,1
Maxim,Root,1
Prinzip,Root,1
Schablo,Root,1
Organisi,Root,1
Sit,Root,1
t,Suffix,120
ung,Suffix,108
e,Suffix,103
s,Suffix,72
en,Suffix,71
er,Suffix,70
keit,Suffix,67
n,Suffix,63
ig,Suffix,47
tion,Suffix,29
al,Suffix,26
lich,Suffix,24
te,Suffix,24
st,Suffix,21
heit,Suffix,19
enz,Suffix,17
schaft,Suffix,16
iv,Suffix,15
end,Suffix,12
ität,Suffix,11
ens,Suffix,11
sam,Suffix,10
isch,Suffix,9
ur,Suffix,9
bar,Suffix,8
es,Suffix,8
anz,Suffix,8
chen,Suffix,7
ment,Suffix,7
los,Suffix,6
ist,Suffix,6
ten,Suffix,6
ell,Suffix,6
ismus,Suffix,5
ling,Suffix,5
tum,Suffix,3
et,Suffix,3
haft,Suffix,2
logie,Suffix,1
ant,Suffix,1
ern,Suffix,1
nis,Suffix,1
